log_feature,original_pred,imdb_id
18.415033,99436850.0,tt2637294
17.477741,38948130.0,tt0368933
16.437853,13767934.0,tt2582802
16.386555,13079473.0,tt1821480
14.204636,1475688.1,tt1380152
14.348192,1703493.4,tt0093743
18.960909,171639840.0,tt0431021
13.489499,721795.94,tt0391024
18.526083,111115750.0,tt0117110
17.14396,27895080.0,tt0310281
19.474924,286980300.0,tt0075148
16.219742,11069916.0,tt0093857
21.025415,1352763500.0,tt0169547
16.06959,9526515.0,tt0377471
19.19218,216300820.0,tt0181689
12.386147,239460.17,tt1129437
17.585648,43386010.0,tt0421239
15.483909,5303664.0,tt1700845
14.959025,3137776.8,tt1487118
19.55951,312310750.0,tt0388482
17.828655,55320564.0,tt0120738
16.63153,16710214.0,tt0083972
11.45003,93903.195,tt2105044
16.75569,18919232.0,tt1687277
15.237514,4145414.2,tt0779982
16.774855,19285316.0,tt0104139
15.765991,7032066.0,tt0120176
15.819066,7415373.5,tt1486834
15.719505,6712655.5,tt0092106
18.922949,165246500.0,tt0264472
20.432419,747630000.0,tt1675434
15.016622,3323806.8,tt0387898
18.538248,112475736.0,tt1618442
11.281599,79347.04,tt2926810
20.44964,760616800.0,tt0293564
16.318089,12213940.0,tt1656190
11.428915,91941.164,tt0199314
17.561178,42337264.0,tt0114069
11.650481,114745.57,tt2710368
9.5018635,13383.6455,tt0059418
11.911822,149016.98,tt0380268
16.594828,16108016.0,tt0061512
16.9361,22659732.0,tt0156841
14.30721,1635091.5,tt2933544
17.795813,53533200.0,tt0372532
17.138067,27731160.0,tt1379222
19.296839,240165490.0,tt0438097
18.292133,87937180.0,tt3460252
11.583371,107297.63,tt1781058
18.997717,178075280.0,tt0111280
13.5415125,760332.56,tt0948530
17.360117,34626052.0,tt0059243
16.84665,20720812.0,tt0081031
16.35734,12702886.0,tt0095169
16.55047,15409123.0,tt3231054
17.165802,28511040.0,tt0108186
14.248483,1541832.2,tt1082009
19.707962,362292350.0,tt0118688
11.833319,137765.94,tt0476991
16.842934,20643964.0,tt0278295
19.298227,240499200.0,tt0381061
13.484145,717941.8,tt0049875
16.60213,16226087.0,tt0119099
15.68046,6455608.5,tt0097388
16.214996,11017508.0,tt1821549
13.082377,480400.47,tt0092675
11.925456,151062.58,tt1220888
12.439111,252484.92,tt2852400
15.744938,6885565.0,tt0056592
17.655352,46518080.0,tt0463985
14.896389,2947266.5,tt0366627
17.463587,38400720.0,tt0318462
15.186675,3939935.2,tt0099329
12.465721,259293.86,tt0402906
14.55057,2085604.0,tt0074706
17.038733,25108888.0,tt1438176
12.918183,407656.78,tt0242572
17.838976,55894464.0,tt0080487
17.879694,58217350.0,tt0083064
16.849852,20787276.0,tt3835080
17.71321,49288884.0,tt0279331
15.810824,7354510.0,tt0338427
19.743418,375368130.0,tt0397101
16.254606,11462669.0,tt0086837
17.955927,62828976.0,tt1767382
17.983849,64607984.0,tt0112715
17.462757,38368870.0,tt0079417
14.192636,1458085.5,tt0113326
15.1946,3971283.2,tt1730768
20.070871,520797250.0,tt0108185
18.197535,79999790.0,tt0266697
14.749169,2543798.5,tt0274497
15.748549,6910477.5,tt0113362
14.0581455,1274602.2,tt0986233
16.378849,12979074.0,tt0166924
15.179269,3910862.8,tt2569398
16.128113,10100674.0,tt1683921
10.931662,55918.117,tt1772980
16.688295,17686200.0,tt1764625
17.52885,40990490.0,tt0094894
17.573944,42881200.0,tt0099817
17.466335,38506412.0,tt0268978
15.587199,5880774.5,tt1193460
15.87549,7845809.0,tt1870529
18.962393,171894740.0,tt3477064
16.596304,16131814.0,tt2404181
14.982014,3210744.5,tt1244659
20.182203,582129400.0,tt0112573
16.662537,17236444.0,tt0122541
16.894424,21734784.0,tt0060491
17.656872,46588850.0,tt0219965
16.947124,22910924.0,tt0361841
18.652824,126130090.0,tt1390411
18.09265,72034050.0,tt0094746
20.529964,824233540.0,tt0120737
17.86863,57576750.0,tt0279493
16.780453,19393580.0,tt2113822
19.057909,189123170.0,tt0486946
14.943539,3089557.2,tt0106471
16.262278,11550942.0,tt0117786
19.42598,273272400.0,tt0266915
20.824762,1106826100.0,tt0120855
16.444181,13855341.0,tt0100053
18.737047,137213300.0,tt0165929
17.876976,58059332.0,tt1022603
15.216647,4059810.8,tt0889588
15.982566,8732531.0,tt0077372
16.49427,14567015.0,tt0219699
17.17672,28824020.0,tt0432291
15.860012,7725305.5,tt0116404
16.677715,17500068.0,tt0469021
17.574627,42910492.0,tt1582271
19.893587,436189400.0,tt0264578
18.895447,160763800.0,tt1231583
16.374086,12917407.0,tt0425413
12.853101,381970.3,tt0466399
11.841874,138949.66,tt1894561
15.264347,4258156.5,tt0110759
14.960173,3141378.8,tt1323045
17.590221,43584904.0,tt0290334
16.559645,15551142.0,tt0063642
17.08271,26237760.0,tt0335119
13.382253,648392.25,tt3859304
12.699519,327589.34,tt0865554
15.999092,8878046.0,tt0062467
13.739746,927033.5,tt1290138
17.408165,36330384.0,tt0095882
18.873196,157226130.0,tt1706620
19.922909,449168540.0,tt0103786
12.655802,313576.5,tt1507563
15.655957,6299350.5,tt0081760
10.554462,38347.184,tt5278464
4.7550316,115.16732,tt0098061
18.16162,77177550.0,tt3181822
15.698611,6573856.0,tt0084867
18.232834,82874160.0,tt0280030
11.276386,78934.49,tt0415678
15.46702,5214844.5,tt0109098
15.161834,3843267.5,tt0208988
16.208807,10949528.0,tt0114214
11.095334,65862.125,tt0380817
17.202766,29584656.0,tt0094846
15.793647,7229256.0,tt1742336
16.276043,11711044.0,tt0128445
18.578133,117052440.0,tt0444682
10.290604,29453.549,tt0099656
13.967432,1164067.8,tt0085809
20.35154,689543000.0,tt0404032
14.209454,1482815.1,tt0072081
18.989887,176686450.0,tt0082694
17.17942,28901972.0,tt0089822
15.20759,4023206.8,tt0093223
16.511238,14816293.0,tt0060490
15.252869,4209559.0,tt0102782
17.320755,33289580.0,tt1640711
18.716417,134411600.0,tt0232500
15.621761,6087580.0,tt0134983
11.7261505,123765.31,tt0118762
17.738491,50550890.0,tt0083944
16.571926,15743310.0,tt0097742
17.12681,27420736.0,tt0482572
16.055027,9388789.0,tt0318411
16.46581,14158288.0,tt0102598
16.634438,16758858.0,tt1436045
18.634085,123788460.0,tt0389860
14.498877,1980532.0,tt0119579
15.1466055,3785184.8,tt0425601
13.918116,1108052.8,tt0019563
16.369205,12854511.0,tt0910970
17.365944,34828410.0,tt2465140
15.982571,8732572.0,tt0116514
18.366743,94749120.0,tt1586265
18.58375,117711790.0,tt2112096
16.434788,13725798.0,tt0086192
13.63381,833850.0,tt0808526
10.691983,44000.688,tt0997246
15.49165,5344879.0,tt0097008
18.04999,69025720.0,tt0443632
16.766825,19131076.0,tt0217756
14.089797,1315590.6,tt1600196
17.932394,61367690.0,tt0413895
15.50231,5402161.0,tt0097257
17.716595,49456036.0,tt1621039
20.170582,575403300.0,tt0462538
15.57215,5792937.5,tt0089730
14.721491,2474355.2,tt3268668
14.301673,1626063.0,tt0102592
17.417925,36686700.0,tt0113820
17.290293,32290792.0,tt0109327
18.609215,120747816.0,tt0317648
17.957977,62957932.0,tt0118604
19.328703,247941390.0,tt0073195
15.71768,6700413.5,tt0106877
16.988096,23869120.0,tt2077833
14.274171,1581952.2,tt1491044
19.612944,329452800.0,tt2024432
19.355928,254784450.0,tt3331846
16.962608,23268436.0,tt0083131
14.678788,2370918.0,tt0081590
15.389073,4823803.0,tt0389326
17.180176,28923812.0,tt1124052
16.52901,15081972.0,tt0102343
10.172568,26174.217,tt1291549
20.122679,548489540.0,tt0103772
17.311813,32993244.0,tt5661030
15.932833,8308857.0,tt0277941
17.778236,52600510.0,tt1502404
17.897419,59258452.0,tt1174732
17.652433,46382530.0,tt0065214
14.930637,3049954.0,tt0113463
18.264683,85556100.0,tt0327437
15.713281,6671001.5,tt0108000
13.71066,900458.06,tt2392326
12.571947,288353.84,tt1517252
15.261887,4247692.0,tt1212428
16.89154,21672192.0,tt0768212
15.615129,6047341.5,tt0117826
14.381737,1761605.5,tt0076001
19.739685,373969600.0,tt0099653
13.725137,913588.6,tt0303933
14.42175,1833522.5,tt0118900
15.902841,8063356.5,tt0884726
10.814019,49711.875,tt1474276
16.25886,11511528.0,tt0113321
18.036339,68089860.0,tt0079489
15.32862,4540827.0,tt1135985
19.084938,194304690.0,tt0110475
15.717494,6699168.0,tt0363163
17.954899,62764416.0,tt0244244
16.06861,9517180.0,tt0077413
17.437698,37419344.0,tt0214289
16.033854,9192086.0,tt0112760
15.593689,5919063.5,tt0331953
10.8994665,54146.47,tt2475802
14.995334,3253797.5,tt2244376
15.459004,5173211.5,tt2170299
19.146826,206709660.0,tt2719848
16.821468,20205560.0,tt0049452
14.576531,2140459.2,tt0113568
14.2837925,1597246.6,tt0169302
12.774658,353152.53,tt0096003
18.446402,102605450.0,tt0449089
17.112804,27039368.0,tt1270842
16.10145,9834920.0,tt0092746
11.640559,113612.68,tt0360130
17.081642,26209752.0,tt0307901
17.004025,24252360.0,tt0758758
13.544373,762510.25,tt0109445
16.319576,12232124.0,tt0457495
2.315623,9.131233,tt1092004
17.909904,60002960.0,tt1650043
18.112228,73458296.0,tt0415306
18.129385,74729464.0,tt0100114
18.021439,67082824.0,tt1392197
18.43485,101427080.0,tt0128853
13.494174,725178.1,tt1824254
17.066711,25821328.0,tt1361809
19.323334,246613710.0,tt0120828
9.32213,11181.778,tt4437216
18.314442,89920970.0,tt0369339
14.430222,1849121.1,tt0200469
18.923859,165396910.0,tt1259521
16.566437,15657126.0,tt0120722
17.32102,33298408.0,tt0869994
19.18708,215200430.0,tt1855199
13.791272,976052.0,tt0120199
14.74542,2534279.8,tt4972582
16.123045,10049615.0,tt0109758
17.521778,40701604.0,tt0326769
15.730254,6785198.0,tt0111419
19.089449,195183150.0,tt0109831
17.472036,38726564.0,tt0427470
17.353424,34395080.0,tt1809398
12.557907,284333.62,tt0119815
19.421488,272047650.0,tt1951266
14.878619,2895356.8,tt1399952
16.010166,8976908.0,tt0259288
18.353231,93477510.0,tt0306685
16.71212,18112628.0,tt0102849
9.294945,10881.864,tt0104418
17.803442,53943188.0,tt0100814
14.564513,2114888.8,tt0024166
14.961736,3146292.8,tt0368222
17.553413,42009796.0,tt0107057
15.2454,4178238.0,tt0094792
18.578674,117115864.0,tt0217505
18.686268,130419650.0,tt0386117
17.070457,25918236.0,tt2361317
17.603914,44185812.0,tt0339412
18.981682,175242600.0,tt0322330
16.95356,23058840.0,tt1352824
10.321133,30366.635,tt1650048
16.187115,10714565.0,tt0380277
9.623862,15120.34,tt0119004
19.34816,252812780.0,tt3606752
18.967428,172762460.0,tt0824747
18.274708,86418104.0,tt1430626
20.503757,802913500.0,tt1535108
15.972598,8645919.0,tt0758742
16.598019,16159499.0,tt0090329
13.639179,838339.2,tt0089009
16.935266,22640852.0,tt1667353
15.5366125,5590684.5,tt1663202
15.053128,3447390.0,tt0120784
15.718115,6703328.0,tt0093596
19.181395,213980320.0,tt0118998
18.571028,116223750.0,tt0116313
17.421232,36808236.0,tt1657507
18.194618,79766824.0,tt1555064
19.446905,279051000.0,tt0366548
16.461397,14095936.0,tt0084469
15.500791,5393960.0,tt1403130
17.806366,54101148.0,tt0790623
16.594893,16109061.0,tt0041996
15.000796,3271620.5,tt0376144
16.594742,16106633.0,tt1647668
19.279345,236000510.0,tt1670345
15.791829,7216127.0,tt1655400
17.419678,36751064.0,tt0380389
15.201718,3999652.8,tt0066090
13.950933,1145019.9,tt2725962
17.825964,55171880.0,tt0119468
11.153947,69837.93,tt0424287
11.199151,73067.38,tt0083591
17.356766,34510210.0,tt1205537
16.529598,15090835.0,tt0094678
17.833784,55605024.0,tt4682786
12.644534,310063.03,tt0118172
15.401957,4886351.0,tt0087544
15.008593,3297226.8,tt0388789
19.009504,180186740.0,tt1860357
21.261591,1713135100.0,tt0066995
15.499887,5389091.0,tt0088402
17.565012,42499890.0,tt0290332
16.436235,13745683.0,tt0450314
13.25913,573279.0,tt4287434
19.034374,184724160.0,tt0318649
19.364603,257004210.0,tt0110357
16.750294,18817420.0,tt0120157
16.419395,13516144.0,tt0380510
15.352,4648244.0,tt3882074
15.958304,8523216.0,tt1655607
15.827926,7481363.0,tt4629032
17.491104,39472080.0,tt2053425
19.203394,218739900.0,tt0140352
12.039021,169230.11,tt0390384
19.1753,212680290.0,tt1929263
14.301412,1625638.1,tt0133385
14.531615,2046445.1,tt3471098
18.17627,78316550.0,tt2918436
13.766736,952394.9,tt0095302
15.671085,6395372.5,tt1720254
17.969667,63698236.0,tt0159273
16.065521,9487836.0,tt0088680
16.045893,9303420.0,tt0076271
17.56299,42414050.0,tt0082869
19.518255,299688830.0,tt0134067
14.625865,2248703.8,tt0100150
17.162706,28422916.0,tt0361089
13.417609,671727.3,tt2133196
19.443325,278053760.0,tt0450259
16.240536,11302513.0,tt0338512
15.032237,3376117.0,tt0105226
16.899593,21847420.0,tt1781769
18.472797,105349864.0,tt0146838
19.175756,212777260.0,tt0453451
10.142025,25386.824,tt1322264
13.7899885,974799.9,tt0101373
15.045628,3421629.0,tt1748197
19.046515,186980430.0,tt0305224
16.262243,11550545.0,tt2550838
